mfcc_mean_1,mfcc_mean_2,mfcc_mean_3,mfcc_mean_4,mfcc_mean_5,mfcc_mean_6,mfcc_mean_7,mfcc_mean_8,mfcc_mean_9,mfcc_mean_10,mfcc_mean_11,mfcc_mean_12,mfcc_mean_13,mfcc_mean_14,mfcc_mean_15,mfcc_mean_16,mfcc_mean_17,mfcc_mean_18,mfcc_mean_19,mfcc_mean_20,mfcc_mean_21,mfcc_mean_22,mfcc_mean_23,mfcc_mean_24,mfcc_mean_25,mfcc_mean_26,mfcc_mean_27,mfcc_mean_28,mfcc_mean_29,mfcc_mean_30,mfcc_mean_31,mfcc_mean_32,mfcc_mean_33,mfcc_mean_34,mfcc_mean_35,mfcc_mean_36,mfcc_mean_37,mfcc_mean_38,mfcc_mean_39,mfcc_mean_40,mfcc_std_1,mfcc_std_2,mfcc_std_3,mfcc_std_4,mfcc_std_5,mfcc_std_6,mfcc_std_7,mfcc_std_8,mfcc_std_9,mfcc_std_10,mfcc_std_11,mfcc_std_12,mfcc_std_13,mfcc_std_14,mfcc_std_15,mfcc_std_16,mfcc_std_17,mfcc_std_18,mfcc_std_19,mfcc_std_20,mfcc_std_21,mfcc_std_22,mfcc_std_23,mfcc_std_24,mfcc_std_25,mfcc_std_26,mfcc_std_27,mfcc_std_28,mfcc_std_29,mfcc_std_30,mfcc_std_31,mfcc_std_32,mfcc_std_33,mfcc_std_34,mfcc_std_35,mfcc_std_36,mfcc_std_37,mfcc_std_38,mfcc_std_39,mfcc_std_40,label,filename
-589.4973,102.999146,11.819459,29.871635,6.582805,12.0091505,-9.69766,3.5240388,-5.5165596,-1.9525073,-6.0946484,-4.1842065,-2.0734386,-5.1172147,-4.7488174,-0.5012087,-5.808498,-5.358632,-4.555258,-3.1365447,-2.280646,-0.7163975,-3.688646,0.3261237,-2.052374,-0.8868247,-5.812582,-0.45241722,-6.270004,-3.3054955,-4.1047544,-5.399751,-3.3434675,-1.4376467,-3.1971238,-0.123189025,-4.0313993,-1.3404702,-3.2983742,0.020802181,25.753954,15.753922,9.386037,7.6258698,6.6896667,5.8998346,6.4018917,5.8164954,5.6639113,4.914734,5.3349566,5.3955417,5.672013,5.19916,4.7302885,5.1333756,4.84933,4.7759833,4.330646,4.4414406,4.655827,4.123223,4.446332,4.072249,3.853494,4.1239734,4.3428516,3.8864734,4.073604,4.0392466,4.167937,4.2576785,4.3307967,3.9176416,4.1177106,3.7789507,3.9497557,4.208221,3.6618948,3.8134239,termite,724207__vivekk21__termites-eating-bamboo-in-night_aug_slow.wav
-80.46215,70.11013,-26.756014,14.231266,-16.749908,28.67459,11.275638,17.875141,-5.137757,-0.45480666,-2.8011498,9.97124,6.0972743,7.7724996,-3.506167,-0.32222286,-2.9917095,4.841021,2.4061587,7.7519474,1.7185768,2.9779384,-2.640853,1.1864237,-0.813946,5.7465553,3.3513212,6.0546885,1.1395282,5.0441465,2.0812397,4.6057005,-1.4874024,0.7782902,-0.31780455,5.3431134,1.3743395,1.4062793,-2.9447184,1.6784058,8.577039,4.957855,6.4897842,6.563338,3.904675,4.213471,3.7826788,3.5454245,3.5608532,2.8541589,3.3686445,2.898584,2.9429185,3.0430648,2.9387937,2.9885564,2.949581,3.0276577,3.0416698,2.8384213,2.945632,2.7107594,3.012576,3.3973317,3.2127304,3.0107515,2.9316332,3.0929003,2.8005817,2.7559636,2.7990305,2.626572,2.8256965,2.7006414,2.6619592,2.877917,2.6823199,2.7828782,2.6486952,2.7975628,termite,D1-termite1.wav
-120.225845,69.347275,-27.38394,13.774599,-16.630772,29.406235,11.429776,17.905853,-4.608196,0.36904693,-1.8874305,10.941874,6.6383443,8.093889,-2.8438919,0.7130695,-1.9868824,5.6869707,2.88491,8.255328,2.3118904,3.5877392,-2.2392395,1.403241,-0.9064757,6.2296104,4.2980537,6.3839107,1.0616693,4.7313657,2.0483904,4.9748936,-1.2254117,1.084168,0.05147105,5.542513,1.9329381,1.8827962,-2.498519,2.7222383,9.191939,4.5998716,6.243188,6.071237,3.9016142,4.0711803,3.9625757,3.6516373,3.6352484,3.5966787,3.6182835,3.4394193,3.1185014,3.3157866,3.438873,3.3116148,3.0962782,3.3442097,3.2584653,3.2489297,3.177234,3.3862653,3.3794408,3.506996,3.2142599,3.138239,3.1581597,3.1920571,2.851921,3.2264867,2.958532,3.0205178,3.4723942,2.7727728,2.9441051,3.1622944,3.2631485,3.136654,2.9770324,3.1986136,termite,D1-termite1_aug_fast.wav
-77.34946,66.03668,-23.011778,10.71347,-13.405031,25.525608,14.101255,15.221149,-2.6105628,-2.75459,-0.66433066,7.881471,8.046705,5.8956985,-1.7219263,-2.0642376,-1.2832878,3.2515528,4.0362926,6.1529975,3.2373903,1.5094794,-1.1823848,-0.25696844,0.61242324,4.356078,4.721001,4.6462584,2.483122,3.6969893,3.4183164,3.2905645,-0.15373269,-0.50694686,0.965043,4.075038,2.5907438,0.18508552,-1.7280325,0.48491883,8.5612335,4.964232,6.489372,6.557189,3.908835,4.2506437,3.72225,3.5422904,3.5645566,2.8334546,3.3664045,2.9091794,2.9504163,2.965705,2.941323,3.00545,2.960561,2.9953177,3.0773659,2.797872,2.9514818,2.69477,3.0222192,3.4067855,3.1830966,2.974067,2.9682755,3.075841,2.8057656,2.8051312,2.7946937,2.617625,2.8807828,2.6957984,2.6393898,2.882581,2.7168572,2.760959,2.6143477,2.812097,termite,D1-termite1_aug_noise.wav
-136.98547,99.16807,-48.188976,37.589504,-40.510303,38.864094,-5.1962857,38.9226,-9.963872,16.660137,-18.757729,15.303056,-8.337569,20.769089,-5.2286625,12.0023,-10.459342,6.210465,-7.1974645,6.81285,0.17682979,8.445203,2.0718057,4.0412006,0.31998187,-0.87590086,1.0832857,0.857213,7.0947933,1.4020486,6.7624516,-0.5215281,8.806692,1.494128,7.676638,-3.9554467,3.6897037,-2.381627,8.082808,0.07950126,9.220776,5.258437,5.67828,6.0419197,4.4148426,4.220158,4.0149126,3.612559,3.9921186,3.4025052,3.364662,3.3915062,3.6544552,3.2843263,3.1839552,3.1409523,3.0579953,3.0289478,3.0511725,3.2211952,3.2012062,3.0934021,3.3279128,3.0033321,3.3538833,3.341392,3.1520672,3.2980416,3.1350007,2.9899182,3.2632163,2.985276,3.1582623,3.1774766,3.3176215,3.1294136,2.9756262,3.0003917,3.028822,2.9528253,termite,D1-termite1_aug_pitchdown.wav
-116.51698,59.169853,-23.16544,10.782539,-6.086726,33.421078,8.138504,9.516426,-10.843158,4.271736,5.0367436,13.621111,0.31114647,-0.10933177,-5.512021,4.8997755,3.8685226,8.851813,1.9302323,3.278313,-3.9433503,1.9188935,0.7193239,7.864079,4.712587,6.8845215,0.5896896,4.119575,0.74834645,3.1132252,-1.7564709,3.014156,1.8199122,5.207625,-2.1577153,-1.0423012,-2.7073667,2.5741491,-2.862868,-1.1660211,8.843618,5.1373873,7.118997,5.951522,4.2941856,4.8948755,4.060819,4.0777082,3.6079662,3.9333029,3.6101618,3.7655156,3.8142102,3.8408046,3.4820452,3.4383724,3.5793297,3.5728037,3.427468,3.5588353,3.4140706,3.77457,3.326262,3.5539181,3.8577917,3.669391,3.3222463,3.285248,3.2130444,3.3030133,3.4434526,2.96649,3.8177934,3.2523158,3.204832,3.2847188,3.1090446,2.9853578,3.2384107,3.281197,termite,D1-termite1_aug_pitchup.wav
-119.13362,69.598145,-26.58778,14.292855,-16.64036,28.68883,11.592513,17.955587,-4.7753396,0.28085104,-2.591559,9.864494,5.7632422,7.3470745,-3.6632814,-0.12631232,-2.8732889,5.0594068,2.3774366,7.4621778,1.4566312,3.4141924,-2.2410183,1.5123273,-0.58753335,5.9349775,3.5847144,6.288222,1.2337945,5.4059844,2.577402,5.060544,-1.109497,0.99296457,-0.11085131,5.5528555,1.440298,1.4761925,-2.5251942,2.1004238,8.244366,5.1745152,6.0300503,6.2383513,4.359239,4.687636,4.0020165,4.0811644,4.1080585,3.4826438,3.8105352,3.7216911,3.3846993,3.48085,3.4285927,3.55365,3.2800033,3.4797018,3.8991413,3.4467928,3.455867,3.3220875,3.3086224,3.562229,3.6323438,3.6385791,3.4598444,3.6019225,3.4653342,3.6453073,3.2333348,3.506279,3.3731134,3.0912561,3.3208702,3.2419858,3.0794463,3.3010845,3.2940564,3.278802,termite,D1-termite1_aug_slow.wav
-247.3185,14.929225,17.378168,22.756847,-35.510788,-8.558462,-26.029133,-9.563836,-13.749799,-11.27815,-6.808041,5.199584,-6.0024056,9.263635,0.43549728,3.148911,2.448886,2.0024097,3.01117,6.816302,-5.015905,2.9383123,-1.6416831,-1.8866389,0.7597154,0.014477635,-1.6763757,1.7068129,-4.997666,5.5019646,-4.029781,3.4543138,-0.44462788,-1.0124346,1.6993734,0.078494914,0.05864089,4.210904,-2.8262944,4.157091,65.93043,33.22359,14.508842,10.7576885,12.053442,11.69915,6.014668,6.98882,6.161,7.1783457,5.161899,4.975579,5.4961963,4.7136173,3.722296,3.9760168,3.6347575,4.2327013,4.8880105,4.5567546,3.1132681,3.2978463,3.152053,3.4985855,3.7063477,3.4449227,3.387356,2.9693747,3.2472763,3.1901233,3.0813994,3.2348769,2.7742686,2.6820726,2.890154,3.0650713,2.625683,2.418383,2.8190763,2.6662579,termite,D2-retic1.wav
-275.96524,7.366033,17.771275,23.977283,-35.211567,-7.128719,-25.277407,-8.655052,-12.80858,-11.484404,-6.0859594,5.314472,-5.8798895,10.602296,1.0477322,4.066263,3.2063324,2.1282108,3.5621202,8.020909,-5.008716,2.7969341,-1.1005255,-1.8783352,0.9732103,0.22482333,-1.2502732,1.9006048,-5.0337577,6.352543,-3.8405466,3.9676855,-0.23359163,-0.70119053,2.2386084,0.23839052,0.13598242,4.4079833,-2.6055388,4.8410077,58.25513,28.554472,13.009141,9.928706,11.509245,11.418218,5.8573003,6.4007835,5.709576,6.9947834,5.4221344,4.827985,5.5986824,4.7035313,3.737695,4.228396,3.8513467,4.3628974,5.0218706,4.681012,3.2840893,3.6176343,3.4294558,3.5894353,3.9752998,3.714627,3.433772,3.385137,3.5005975,3.628331,3.3724058,3.3903463,3.1878724,3.0256286,3.0023901,3.3590014,3.2570288,2.7431908,3.361599,2.8245957,termite,D2-retic1_aug_fast.wav
-221.3278,6.211881,17.118801,17.033556,-23.619635,-7.6679497,-20.017426,-11.26299,-9.315332,-10.537325,-2.8557556,3.7615716,-2.0415728,8.220224,3.12923,2.996939,4.9520907,1.3829113,4.5019484,5.2257977,-2.14436,2.0187829,0.030630575,-2.3410394,2.0504718,-0.8671453,0.20680963,0.6199221,-2.6836696,3.7506175,-2.0887218,2.3672442,1.0901955,-1.5766908,2.5090618,-0.7983346,0.9769752,2.8183038,-1.3109834,2.6747427,49.18791,22.320452,10.607813,10.137593,11.815317,10.94674,5.3226795,6.482483,4.944112,5.862733,4.4603376,4.380237,5.380118,4.366275,3.8408852,3.8077784,3.518899,3.8514006,4.4091654,4.295994,3.5901535,3.1871285,3.2575567,3.4270368,3.534105,3.250853,3.1372833,2.7685378,3.5911703,3.390221,3.2211566,3.103381,2.8968115,2.8092597,2.8869696,2.9286842,2.7080255,2.6592262,3.031808,2.5698233,termite,D2-retic1_aug_noise.wav
-290.77155,33.251247,-11.2943325,59.305042,-49.77537,15.711876,-42.3574,7.337791,-29.465015,7.688546,-31.471075,18.836636,-20.208164,14.372334,-6.392338,14.124059,-6.754521,13.888658,-9.851078,12.646648,0.6635873,4.6015944,-0.38680667,5.461392,-4.386566,3.3077905,-1.0520242,-0.3844116,4.5584373,-6.3338013,5.875159,-4.493227,2.5474162,-0.049440283,2.8962412,-2.6585119,7.2858634,-6.750717,7.6433268,-3.4452622,58.30145,25.353897,15.694687,11.171369,11.432677,12.754661,7.2657437,7.615287,5.633679,6.388178,6.4770904,5.7271485,5.977229,5.3038893,5.0395565,5.462383,5.7844434,5.178806,4.9124556,4.3120785,4.501721,3.7052877,4.068553,3.673013,4.153967,3.7484396,3.7100043,3.737998,3.2598,3.3092992,3.5371096,3.72992,3.1295965,3.3063176,3.0016649,3.0799305,3.1892292,3.1661441,2.8926494,3.526064,termite,D2-retic1_aug_pitchdown.wav
-280.269,5.2831826,22.916513,8.858918,-39.356377,-10.170032,-26.627775,-6.6083627,-16.197348,-6.901903,1.599834,2.6369236,-0.1053364,9.825462,-4.238369,7.485714,-1.1116644,5.3027797,1.0922631,-3.3847492,-2.7581868,3.0167418,-5.7962384,5.168821,-4.4460726,1.8044806,-2.2221818,1.1699811,2.45805,-1.4260501,1.8395336,0.73845583,-0.39913154,5.514159,-3.4024146,6.1840663,-2.1326349,5.0829434,2.73404,3.3419385,58.69859,30.017426,13.688055,11.007773,11.787047,10.290706,6.004599,6.0591173,6.1153626,6.3236217,4.881785,5.069215,4.542489,4.4450755,5.3313518,4.379147,4.925917,5.162446,4.634495,4.00135,3.8855584,3.8709006,3.4992514,3.8255262,4.2182817,3.9752045,3.8539228,3.7562659,3.731057,3.557493,3.8279014,3.6707964,3.5743575,3.5781307,3.5621343,3.743838,3.7399704,3.4389195,3.3730266,3.1656282,termite,D2-retic1_aug_pitchup.wav
-278.90533,8.188501,17.825462,24.459702,-35.016964,-7.5229807,-25.648556,-8.933564,-13.21766,-11.471485,-6.1160645,5.400581,-6.1918945,9.773809,0.8445747,3.7695143,3.0439868,2.5657816,3.3667989,7.3869114,-4.9545746,3.3009782,-1.3215063,-2.1385539,1.0935024,0.46910158,-1.4209379,1.9207959,-5.175611,6.033373,-3.886374,4.066567,-0.03599461,-0.7159317,2.1467507,0.17097002,-0.13785203,4.41206,-2.6863577,4.6411576,60.560287,30.220837,13.829614,10.415597,11.659851,11.596962,6.015929,6.9325542,6.2447114,7.621127,5.462182,4.9513655,5.7711797,4.680252,4.234255,4.528662,4.155763,4.4554605,5.07499,4.8328495,3.5979462,3.7649832,3.5333712,3.9244606,3.934213,4.00951,3.8462298,3.0526962,3.7278068,3.5149348,3.5890443,3.6077824,3.2615912,3.054163,3.2537425,3.675634,3.3089592,3.213242,3.169286,2.8544657,termite,D2-retic1_aug_slow.wav
-199.67336,21.611597,-4.604456,6.2224793,0.3613088,10.604654,-1.091481,5.225472,2.5218256,2.7834132,-3.838833,1.5728234,0.7341148,3.3615646,-4.151928,-0.40192464,-3.0628283,4.1677547,-2.707917,0.6758883,-3.3376653,2.0152419,-0.11987828,0.7409774,-1.818434,2.6668386,-1.8567001,2.5861938,-1.3943957,2.5276344,-1.3177415,0.6583218,-1.8359239,1.7477801,-1.5599555,0.9774362,-3.244248,0.041689496,-2.5625386,0.80518645,14.443819,5.448639,8.707838,5.1891575,5.235489,4.5855274,4.844822,3.7285738,5.0305667,3.7061758,4.08588,3.4776804,4.0376077,3.173218,3.5671754,3.2407415,3.264702,3.5714312,3.2805989,3.0457556,3.0136652,2.9671953,3.3727844,3.1917639,2.9657674,3.09725,2.916249,2.9593174,2.9314113,2.9309194,2.8679116,2.874604,2.8849368,2.8258204,2.8051608,2.8666286,2.7763984,2.7319014,2.7579474,2.6991467,termite,D3-gtr2000.wav
